This file contains the cluster number at each minimum cluster size (MCS) computed using the dynamic tree cut algorithm. The rows are sorted according to the ReefID. A value of 0 indicates that the reef was not included in any cluster for a particular MCS value.
Reef ID,MCS=1,MCS=5,MCS=10,MCS=15,MCS=20,MCS=25,MCS=50,MCS=75,MCS=100,MCS=125,MCS=150,MCS=160
507,498,192,14,7,20,14,14,17,13,2,2,1
508,498,192,14,7,20,14,14,17,13,2,2,1
509,499,192,14,7,20,14,14,17,13,2,2,1
510,17,7,65,96,95,14,14,17,13,2,2,1
511,17,7,65,96,95,14,14,17,13,2,2,1
512,568,7,65,96,95,14,14,17,13,2,2,1
513,551,192,14,7,20,14,14,17,13,2,2,1
514,17,7,65,96,95,14,14,17,13,2,2,1
515,17,7,65,96,95,14,14,17,13,2,2,1
516,568,7,65,96,95,14,14,17,13,2,2,1
517,551,192,14,7,20,14,14,17,13,2,2,1
518,17,7,65,96,95,14,14,17,13,2,2,1
519,17,7,65,96,95,14,14,17,13,2,2,1
520,17,7,65,96,95,14,14,17,13,2,2,1
521,17,7,65,96,95,14,14,17,13,2,2,1
522,568,7,65,96,95,14,14,17,13,2,2,1
523,551,192,14,7,20,14,14,17,13,2,2,1
524,17,7,65,96,95,14,14,17,13,2,2,1
525,676,7,65,96,95,14,14,17,13,2,2,1
526,346,7,65,96,95,14,14,17,13,2,2,1
527,498,192,14,7,20,14,14,17,13,2,2,1
528,403,67,153,58,68,33,12,15,6,4,3,1
529,676,7,65,96,95,14,14,17,13,2,2,1
530,676,7,65,96,95,14,14,17,13,2,2,1
531,346,7,65,96,95,14,14,17,13,2,2,1
532,403,67,153,58,68,33,12,15,6,4,3,1
533,403,67,153,58,68,33,12,15,6,4,3,1
534,403,67,153,58,68,33,12,15,6,4,3,1
535,346,7,65,96,95,14,14,17,13,2,2,1
536,346,7,65,96,95,14,14,17,13,2,2,1
537,252,39,134,58,68,33,12,15,6,4,3,1
538,12,6,14,7,20,14,14,17,13,2,2,1
539,12,6,14,7,20,14,14,17,13,2,2,1
540,252,39,134,58,68,33,12,15,6,4,3,1
541,252,39,134,58,68,33,12,15,6,4,3,1
542,12,6,14,7,20,14,14,17,13,2,2,1
543,12,6,14,7,20,14,14,17,13,2,2,1
544,12,6,14,7,20,14,14,17,13,2,2,1
545,609,6,14,7,20,14,14,17,13,2,2,1
546,609,6,14,7,20,14,14,17,13,2,2,1
547,252,39,134,58,68,33,12,15,6,4,3,1
548,12,6,14,7,20,14,14,17,13,2,2,1
549,607,6,14,7,20,14,14,17,13,2,2,1
550,609,6,14,7,20,14,14,17,13,2,2,1
551,252,39,134,58,68,33,12,15,6,4,3,1
552,379,6,14,7,20,14,14,17,13,2,2,1
553,12,6,14,7,20,14,14,17,13,2,2,1
554,607,6,14,7,20,14,14,17,13,2,2,1
555,379,6,14,7,20,14,14,17,13,2,2,1
556,12,6,14,7,20,14,14,17,13,2,2,1
557,607,6,14,7,20,14,14,17,13,2,2,1
558,261,39,134,58,68,33,12,15,6,4,3,1
559,261,39,134,58,68,33,12,15,6,4,3,1
560,379,6,14,7,20,14,14,17,13,2,2,1
561,12,6,14,7,20,14,14,17,13,2,2,1
562,261,39,134,58,68,33,12,15,6,4,3,1
563,379,6,14,7,20,14,14,17,13,2,2,1
564,12,6,14,7,20,14,14,17,13,2,2,1
565,12,6,14,7,20,14,14,17,13,2,2,1
566,12,6,14,7,20,14,14,17,13,2,2,1
567,261,39,134,58,68,33,12,15,6,4,3,1
568,261,39,134,58,68,33,12,15,6,4,3,1
569,264,39,134,58,68,33,12,15,6,4,3,1
570,264,39,134,58,68,33,12,15,6,4,3,1
571,264,39,134,58,68,33,12,15,6,4,3,1
572,313,201,35,60,19,30,2,10,0,0,0,0
573,264,39,134,58,68,33,12,15,6,4,3,1
574,264,39,134,58,68,33,12,15,6,4,3,1
575,313,201,35,60,19,30,2,10,0,0,0,0
576,313,201,35,60,19,30,2,10,0,0,0,0
577,250,67,153,58,68,33,12,15,6,4,3,1
578,313,201,35,60,19,30,2,10,0,0,0,0
579,227,201,35,60,19,30,2,10,0,0,0,0
580,250,67,153,58,68,33,12,15,6,4,3,1
581,388,67,153,58,68,33,12,15,6,4,3,1
582,227,201,35,60,19,30,2,10,0,0,0,0
583,227,201,35,60,19,30,2,10,0,0,0,0
584,250,67,153,58,68,33,12,15,6,4,3,1
585,388,67,153,58,68,33,12,15,6,4,3,1
586,388,67,153,58,68,33,12,15,6,4,3,1
587,227,201,35,60,19,30,2,10,0,0,0,0
588,227,201,35,60,19,30,2,10,0,0,0,0
589,250,67,153,58,68,33,12,15,6,4,3,1
590,250,67,153,58,68,33,12,15,6,4,3,1
591,388,67,153,58,68,33,12,15,6,4,3,1
592,13,1,103,115,53,56,12,15,6,4,3,1
593,122,295,51,26,42,46,4,2,4,2,2,1
594,122,295,51,26,42,46,4,2,4,2,2,1
595,13,1,103,115,53,56,12,15,6,4,3,1
596,13,1,103,115,53,56,12,15,6,4,3,1
597,13,1,103,115,53,56,12,15,6,4,3,1
598,13,1,103,115,53,56,12,15,6,4,3,1
599,122,295,51,26,42,46,4,2,4,2,2,1
600,122,295,51,26,42,46,4,2,4,2,2,1
601,5,5,22,56,60,61,12,15,6,4,3,1
602,554,5,22,56,60,61,12,15,6,4,3,1
603,5,5,22,56,60,61,12,15,6,4,3,1
604,5,5,22,56,60,61,12,15,6,4,3,1
605,611,245,22,56,60,61,12,15,6,4,3,1
606,122,295,51,26,42,46,4,2,4,2,2,1
607,122,295,51,26,42,46,4,2,4,2,2,1
608,5,5,22,56,60,61,12,15,6,4,3,1
609,5,5,22,56,60,61,12,15,6,4,3,1
610,611,245,22,56,60,61,12,15,6,4,3,1
611,611,245,22,56,60,61,12,15,6,4,3,1
612,13,1,103,115,53,56,12,15,6,4,3,1
613,13,1,103,115,53,56,12,15,6,4,3,1
614,5,5,22,56,60,61,12,15,6,4,3,1
615,5,5,22,56,60,61,12,15,6,4,3,1
616,853,245,22,56,60,61,12,15,6,4,3,1
617,615,245,22,56,60,61,12,15,6,4,3,1
618,13,1,103,115,53,56,12,15,6,4,3,1
619,13,1,103,115,53,56,12,15,6,4,3,1
620,122,295,51,26,42,46,4,2,4,2,2,1
621,5,5,22,56,60,61,12,15,6,4,3,1
622,5,5,22,56,60,61,12,15,6,4,3,1
623,5,5,22,56,60,61,12,15,6,4,3,1
624,853,245,22,56,60,61,12,15,6,4,3,1
625,615,245,22,56,60,61,12,15,6,4,3,1
626,13,1,103,115,53,56,12,15,6,4,3,1
627,21,128,3,10,26,39,4,2,4,2,2,1
628,21,128,3,10,26,39,4,2,4,2,2,1
629,810,5,22,56,60,61,12,15,6,4,3,1
630,5,5,22,56,60,61,12,15,6,4,3,1
631,5,5,22,56,60,61,12,15,6,4,3,1
632,615,245,22,56,60,61,12,15,6,4,3,1
633,13,1,103,115,53,56,12,15,6,4,3,1
634,13,1,103,115,53,56,12,15,6,4,3,1
635,153,1,103,115,53,56,12,15,6,4,3,1
636,153,1,103,115,53,56,12,15,6,4,3,1
637,21,128,3,10,26,39,4,2,4,2,2,1
638,14,21,104,43,21,34,8,12,6,4,3,1
639,810,5,22,56,60,61,12,15,6,4,3,1
640,5,5,22,56,60,61,12,15,6,4,3,1
641,5,5,22,56,60,61,12,15,6,4,3,1
642,554,5,22,56,60,61,12,15,6,4,3,1
643,153,1,103,115,53,56,12,15,6,4,3,1
644,153,1,103,115,53,56,12,15,6,4,3,1
645,870,279,51,26,42,46,4,2,4,2,2,1
646,232,279,51,26,42,46,4,2,4,2,2,1
647,232,279,51,26,42,46,4,2,4,2,2,1
648,513,66,151,26,42,46,4,2,4,2,2,1
649,513,66,151,26,42,46,4,2,4,2,2,1
650,21,128,3,10,26,39,4,2,4,2,2,1
651,14,21,104,43,21,34,8,12,6,4,3,1
652,14,21,104,43,21,34,8,12,6,4,3,1
653,14,21,104,43,21,34,8,12,6,4,3,1
654,893,5,116,123,60,61,12,15,6,4,3,1
655,5,5,22,56,60,61,12,15,6,4,3,1
656,554,5,22,56,60,61,12,15,6,4,3,1
657,870,279,51,26,42,46,4,2,4,2,2,1
658,232,279,51,26,42,46,4,2,4,2,2,1
659,232,279,51,26,42,46,4,2,4,2,2,1
660,232,279,51,26,42,46,4,2,4,2,2,1
661,513,66,151,26,42,46,4,2,4,2,2,1
662,793,66,151,26,42,46,4,2,4,2,2,1
663,146,66,151,26,42,46,4,2,4,2,2,1
664,146,66,151,26,42,46,4,2,4,2,2,1
665,824,289,3,10,26,39,4,2,4,2,2,1
666,824,289,3,10,26,39,4,2,4,2,2,1
667,21,128,3,10,26,39,4,2,4,2,2,1
668,71,51,3,10,26,39,4,2,4,2,2,1
669,71,51,3,10,26,39,4,2,4,2,2,1
670,71,51,3,10,26,39,4,2,4,2,2,1
671,14,21,104,43,21,34,8,12,6,4,3,1
672,14,21,104,43,21,34,8,12,6,4,3,1
673,893,5,116,123,60,61,12,15,6,4,3,1
674,419,1,116,123,53,56,12,15,6,4,3,1
675,419,1,116,123,53,56,12,15,6,4,3,1
676,143,190,51,26,42,46,4,2,4,2,2,1
677,143,190,51,26,42,46,4,2,4,2,2,1
678,650,66,151,26,42,46,4,2,4,2,2,1
679,793,66,151,26,42,46,4,2,4,2,2,1
680,146,66,151,26,42,46,4,2,4,2,2,1
681,146,66,151,26,42,46,4,2,4,2,2,1
682,249,289,3,10,26,39,4,2,4,2,2,1
683,21,128,3,10,26,39,4,2,4,2,2,1
684,21,128,3,10,26,39,4,2,4,2,2,1
685,71,51,3,10,26,39,4,2,4,2,2,1
686,71,51,3,10,26,39,4,2,4,2,2,1
687,71,51,3,10,26,39,4,2,4,2,2,1
688,770,1,116,123,53,56,12,15,6,4,3,1
689,770,1,116,123,53,56,12,15,6,4,3,1
690,419,1,116,123,53,56,12,15,6,4,3,1
691,419,1,116,123,53,56,12,15,6,4,3,1
692,45,1,116,123,53,56,12,15,6,4,3,1
693,572,190,51,26,42,46,4,2,4,2,2,1
694,572,190,51,26,42,46,4,2,4,2,2,1
695,143,190,51,26,42,46,4,2,4,2,2,1
696,143,190,51,26,42,46,4,2,4,2,2,1
697,650,66,151,26,42,46,4,2,4,2,2,1
698,146,66,151,26,42,46,4,2,4,2,2,1
699,249,289,3,10,26,39,4,2,4,2,2,1
700,249,289,3,10,26,39,4,2,4,2,2,1
701,21,128,3,10,26,39,4,2,4,2,2,1
702,71,51,3,10,26,39,4,2,4,2,2,1
703,695,0,0,0,0,0,0,0,0,0,0,0
704,45,1,116,123,53,56,12,15,6,4,3,1
705,572,190,51,26,42,46,4,2,4,2,2,1
706,143,190,51,26,42,46,4,2,4,2,2,1
707,143,190,51,26,42,46,4,2,4,2,2,1
708,650,17,90,18,34,46,4,2,4,2,2,1
709,146,66,151,26,42,46,4,2,4,2,2,1
710,249,289,3,10,26,39,4,2,4,2,2,1
711,21,128,3,10,26,39,4,2,4,2,2,1
712,21,128,3,10,26,39,4,2,4,2,2,1
713,3,51,3,10,26,39,4,2,4,2,2,1
714,3,51,3,10,26,39,4,2,4,2,2,1
715,695,0,0,0,0,0,0,0,0,0,0,0
716,87,70,155,43,21,34,8,12,6,4,3,1
717,87,70,155,43,21,34,8,12,6,4,3,1
718,14,21,104,43,21,34,8,12,6,4,3,1
719,14,21,104,43,21,34,8,12,6,4,3,1
720,45,1,116,123,53,56,12,15,6,4,3,1
721,45,1,116,123,53,56,12,15,6,4,3,1
722,153,1,103,115,53,56,12,15,6,4,3,1
723,102,17,90,18,34,17,4,2,4,2,2,1
724,102,17,90,18,34,17,4,2,4,2,2,1
725,102,17,90,18,34,17,4,2,4,2,2,1
726,102,17,90,18,34,17,4,2,4,2,2,1
727,102,17,90,18,34,17,4,2,4,2,2,1
728,249,289,3,10,26,39,4,2,4,2,2,1
729,21,128,3,10,26,39,4,2,4,2,2,1
730,3,91,3,10,26,39,4,2,4,2,2,1
731,71,91,3,10,26,39,4,2,4,2,2,1
732,3,51,3,10,26,39,4,2,4,2,2,1
733,3,51,3,10,26,39,4,2,4,2,2,1
734,3,51,3,10,26,39,4,2,4,2,2,1
735,695,0,0,0,0,0,0,0,0,0,0,0
736,87,70,155,43,21,34,8,12,6,4,3,1
737,14,21,104,43,21,34,8,12,6,4,3,1
738,14,21,104,43,21,34,8,12,6,4,3,1
739,45,1,116,123,53,56,12,15,6,4,3,1
740,45,1,116,123,53,56,12,15,6,4,3,1
741,45,1,116,123,53,56,12,15,6,4,3,1
742,153,1,103,115,53,56,12,15,6,4,3,1
743,102,17,90,18,34,17,4,2,4,2,2,1
744,102,17,90,18,34,17,4,2,4,2,2,1
745,3,91,3,10,26,39,4,2,4,2,2,1
746,3,91,3,10,26,39,4,2,4,2,2,1
747,3,91,3,10,26,39,4,2,4,2,2,1
748,3,51,3,10,26,39,4,2,4,2,2,1
749,3,51,3,10,26,39,4,2,4,2,2,1
750,87,70,155,43,21,34,8,12,6,4,3,1
751,14,21,104,43,21,34,8,12,6,4,3,1
752,45,1,116,123,53,56,12,15,6,4,3,1
753,45,1,116,123,53,56,12,15,6,4,3,1
754,3,91,3,10,26,39,4,2,4,2,2,1
755,3,91,3,10,26,39,4,2,4,2,2,1
756,3,91,3,10,26,39,4,2,4,2,2,1
757,3,91,3,10,26,39,4,2,4,2,2,1
758,87,70,155,43,21,34,8,12,6,4,3,1
759,121,4,39,74,80,17,4,2,4,2,2,1
760,3,91,3,10,26,39,4,2,4,2,2,1
761,3,91,3,10,26,39,4,2,4,2,2,1
762,87,70,155,43,21,34,8,12,6,4,3,1
763,253,17,90,18,34,17,4,2,4,2,2,1
764,121,4,39,74,80,17,4,2,4,2,2,1
765,3,91,3,10,26,39,4,2,4,2,2,1
766,87,70,155,43,21,34,8,12,6,4,3,1
767,253,17,90,18,34,17,4,2,4,2,2,1
768,253,17,90,18,34,17,4,2,4,2,2,1
769,121,4,39,74,80,17,4,2,4,2,2,1
770,479,70,155,43,21,34,8,12,6,4,3,1
771,479,70,155,43,21,34,8,12,6,4,3,1
772,479,70,155,43,21,34,8,12,6,4,3,1
773,0,0,0,0,0,0,0,0,0,0,0,0
774,515,70,155,43,21,34,8,12,6,4,3,1
775,890,21,104,43,21,34,8,12,6,4,3,1
776,890,21,104,43,21,34,8,12,6,4,3,1
777,407,21,104,43,21,34,8,12,6,4,3,1
778,253,17,90,18,34,17,4,2,4,2,2,1
779,407,21,104,43,21,34,8,12,6,4,3,1
780,515,70,155,43,21,34,8,12,6,4,3,1
781,561,332,110,119,21,34,8,12,6,4,3,1
782,561,332,110,119,21,34,8,12,6,4,3,1
783,407,21,104,43,21,34,8,12,6,4,3,1
784,407,21,104,43,21,34,8,12,6,4,3,1
785,515,70,155,43,21,34,8,12,6,4,3,1
786,561,332,110,119,21,34,8,12,6,4,3,1
787,579,332,110,119,21,34,8,12,6,4,3,1
788,253,17,90,18,34,17,4,2,4,2,2,1
789,161,17,90,18,34,17,4,2,4,2,2,1
790,34,4,39,74,80,17,4,2,4,2,2,1
791,34,4,39,74,80,17,4,2,4,2,2,1
792,167,343,69,99,98,9,8,12,6,4,3,1
793,161,17,90,18,34,17,4,2,4,2,2,1
794,34,4,39,74,80,17,4,2,4,2,2,1
795,34,4,39,74,80,17,4,2,4,2,2,1
796,34,4,39,74,80,17,4,2,4,2,2,1
797,34,4,39,74,80,17,4,2,4,2,2,1
798,502,107,110,119,21,34,8,12,6,4,3,1
799,579,332,110,119,21,34,8,12,6,4,3,1
800,579,332,110,119,21,34,8,12,6,4,3,1
801,35,14,92,18,34,17,4,2,4,2,2,1
802,34,4,39,74,80,17,4,2,4,2,2,1
803,34,4,39,74,80,17,4,2,4,2,2,1
804,502,107,110,119,21,34,8,12,6,4,3,1
805,502,107,110,119,21,34,8,12,6,4,3,1
806,58,107,110,119,21,34,8,12,6,4,3,1
807,58,107,110,119,21,34,8,12,6,4,3,1
808,35,14,92,18,34,17,4,2,4,2,2,1
809,161,17,90,18,34,17,4,2,4,2,2,1
810,34,4,39,74,80,17,4,2,4,2,2,1
811,34,4,39,74,80,17,4,2,4,2,2,1
812,121,4,39,74,80,17,4,2,4,2,2,1
813,121,4,39,74,80,17,4,2,4,2,2,1
814,58,107,110,119,21,34,8,12,6,4,3,1
815,58,107,110,119,21,34,8,12,6,4,3,1
816,194,351,166,22,37,9,8,12,6,4,3,1
817,161,17,90,18,34,17,4,2,4,2,2,1
818,161,17,90,18,34,17,4,2,4,2,2,1
819,408,4,39,74,80,17,4,2,4,2,2,1
820,121,4,39,74,80,17,4,2,4,2,2,1
821,121,4,39,74,80,17,4,2,4,2,2,1
822,614,33,128,131,48,53,18,2,4,2,2,1
823,614,33,128,131,48,53,18,2,4,2,2,1
824,36,33,128,131,48,53,18,2,4,2,2,1
825,36,33,128,131,48,53,18,2,4,2,2,1
826,58,107,110,119,21,34,8,12,6,4,3,1
827,58,107,110,119,21,34,8,12,6,4,3,1
828,620,4,39,74,80,17,4,2,4,2,2,1
829,408,4,39,74,80,17,4,2,4,2,2,1
830,408,4,39,74,80,17,4,2,4,2,2,1
831,408,4,39,74,80,17,4,2,4,2,2,1
832,614,33,128,131,48,53,18,2,4,2,2,1
833,621,33,128,131,48,53,18,2,4,2,2,1
834,36,33,128,131,48,53,18,2,4,2,2,1
835,36,33,128,131,48,53,18,2,4,2,2,1
836,194,351,166,22,37,9,8,12,6,4,3,1
837,35,14,92,18,34,17,4,2,4,2,2,1
838,35,14,92,18,34,17,4,2,4,2,2,1
839,620,4,39,74,80,17,4,2,4,2,2,1
840,620,4,39,74,80,17,4,2,4,2,2,1
841,587,200,117,65,74,69,18,2,4,2,2,1
842,587,200,117,65,74,69,18,2,4,2,2,1
843,587,200,117,65,74,69,18,2,4,2,2,1
844,621,33,128,131,48,53,18,2,4,2,2,1
845,621,33,128,131,48,53,18,2,4,2,2,1
846,36,33,128,131,48,53,18,2,4,2,2,1
847,36,33,128,131,48,53,18,2,4,2,2,1
848,36,33,128,131,48,53,18,2,4,2,2,1
849,36,33,128,131,48,53,18,2,4,2,2,1
850,58,107,110,119,21,34,8,12,6,4,3,1
851,58,107,110,119,21,34,8,12,6,4,3,1
852,194,351,166,22,37,9,8,12,6,4,3,1
853,194,351,166,22,37,9,8,12,6,4,3,1
854,35,14,92,18,34,17,4,2,4,2,2,1
855,163,200,117,65,74,69,18,2,4,2,2,1
856,163,200,117,65,74,69,18,2,4,2,2,1
857,163,200,117,65,74,69,18,2,4,2,2,1
858,73,248,117,65,74,69,18,2,4,2,2,1
859,73,248,117,65,74,69,18,2,4,2,2,1
860,73,248,117,65,74,69,18,2,4,2,2,1
861,36,33,128,131,48,53,18,2,4,2,2,1
862,36,33,128,131,48,53,18,2,4,2,2,1
863,374,191,138,22,37,9,8,12,6,4,3,1
864,194,351,166,22,37,9,8,12,6,4,3,1
865,116,14,92,18,34,17,4,2,4,2,2,1
866,116,14,92,18,34,17,4,2,4,2,2,1
867,163,200,117,65,74,69,18,2,4,2,2,1
868,163,200,117,65,74,69,18,2,4,2,2,1
869,163,200,117,65,74,69,18,2,4,2,2,1
870,73,248,117,65,74,69,18,2,4,2,2,1
871,73,248,117,65,74,69,18,2,4,2,2,1
872,73,248,117,65,74,69,18,2,4,2,2,1
873,73,248,117,65,74,69,18,2,4,2,2,1
874,73,248,117,65,74,69,18,2,4,2,2,1
875,374,364,138,22,37,9,8,12,6,4,3,1
876,60,191,138,22,37,9,8,12,6,4,3,1
877,35,14,92,18,34,17,4,2,4,2,2,1
878,116,14,92,18,34,17,4,2,4,2,2,1
879,116,14,92,18,34,17,4,2,4,2,2,1
880,161,17,90,18,34,17,4,2,4,2,2,1
881,780,127,16,46,59,60,26,2,4,2,2,1
882,780,127,16,46,59,60,26,2,4,2,2,1
883,160,166,193,65,74,69,18,2,4,2,2,1
884,160,166,193,65,74,69,18,2,4,2,2,1
885,160,166,193,65,74,69,18,2,4,2,2,1
886,410,166,193,65,74,69,18,2,4,2,2,1
887,410,166,193,65,74,69,18,2,4,2,2,1
888,598,336,100,113,48,53,18,2,4,2,2,1
889,598,336,100,113,48,53,18,2,4,2,2,1
890,598,336,100,113,48,53,18,2,4,2,2,1
891,590,336,100,113,48,53,18,2,4,2,2,1
892,590,336,100,113,48,53,18,2,4,2,2,1
893,374,364,138,22,37,9,8,12,6,4,3,1
894,374,364,138,22,37,9,8,12,6,4,3,1
895,60,191,138,22,37,9,8,12,6,4,3,1
896,60,191,138,22,37,9,8,12,6,4,3,1
897,116,14,92,18,34,17,4,2,4,2,2,1
898,116,14,92,18,34,17,4,2,4,2,2,1
899,618,127,16,46,59,60,26,2,4,2,2,1
900,158,127,16,46,59,60,26,2,4,2,2,1
901,158,127,16,46,59,60,26,2,4,2,2,1
902,158,127,16,46,59,60,26,2,4,2,2,1
903,160,166,193,65,74,69,18,2,4,2,2,1
904,160,166,193,65,74,69,18,2,4,2,2,1
905,410,166,193,65,74,69,18,2,4,2,2,1
906,590,336,100,113,48,53,18,2,4,2,2,1
907,11,90,100,113,48,53,18,2,4,2,2,1
908,11,90,100,113,48,53,18,2,4,2,2,1
909,729,364,138,22,37,9,8,12,6,4,3,1
910,729,364,138,22,37,9,8,12,6,4,3,1
911,60,191,138,22,37,9,8,12,6,4,3,1
912,60,191,138,22,37,9,8,12,6,4,3,1
913,35,14,92,18,34,17,4,2,4,2,2,1
914,35,14,92,18,34,17,4,2,4,2,2,1
915,116,14,92,18,34,17,4,2,4,2,2,1
916,618,127,16,46,59,60,26,2,4,2,2,1
917,158,127,16,46,59,60,26,2,4,2,2,1
918,158,127,16,46,59,60,26,2,4,2,2,1
919,158,127,16,46,59,60,26,2,4,2,2,1
920,70,236,20,51,64,64,18,2,4,2,2,1
921,70,236,20,51,64,64,18,2,4,2,2,1
922,160,166,193,65,74,69,18,2,4,2,2,1
923,410,166,193,65,74,69,18,2,4,2,2,1
924,11,90,100,113,48,53,18,2,4,2,2,1
925,11,90,100,113,48,53,18,2,4,2,2,1
926,60,191,138,22,37,9,8,12,6,4,3,1
927,60,191,138,22,37,9,8,12,6,4,3,1
928,35,14,92,18,34,17,4,2,4,2,2,1
929,35,14,92,18,34,17,4,2,4,2,2,1
930,618,127,16,46,59,60,26,2,4,2,2,1
931,18,115,16,46,59,60,26,2,4,2,2,1
932,18,115,16,46,59,60,26,2,4,2,2,1
933,18,115,16,46,59,60,26,2,4,2,2,1
934,18,115,16,46,59,60,26,2,4,2,2,1
935,70,236,20,51,64,64,18,2,4,2,2,1
936,70,236,20,51,64,64,18,2,4,2,2,1
937,70,236,20,51,64,64,18,2,4,2,2,1
938,70,236,20,51,64,64,18,2,4,2,2,1
939,154,330,20,51,64,64,18,2,4,2,2,1
940,154,330,20,51,64,64,18,2,4,2,2,1
941,11,90,100,113,48,53,18,2,4,2,2,1
942,11,90,100,113,48,53,18,2,4,2,2,1
943,11,90,100,113,48,53,18,2,4,2,2,1
944,211,154,188,2,1,1,1,4,5,0,0,0
945,211,154,188,2,1,1,1,4,5,0,0,0
946,485,154,188,2,1,1,1,4,5,0,0,0
947,60,191,138,22,37,9,8,12,6,4,3,1
948,106,287,166,22,37,9,8,12,6,4,3,1
949,106,287,166,22,37,9,8,12,6,4,3,1
950,167,343,69,99,98,9,8,12,6,4,3,1
951,152,328,60,92,92,24,10,14,9,4,3,1
952,18,115,16,46,59,60,26,2,4,2,2,1
953,18,115,16,46,59,60,26,2,4,2,2,1
954,18,115,16,46,59,60,26,2,4,2,2,1
955,18,115,16,46,59,60,26,2,4,2,2,1
956,18,115,16,46,59,60,26,2,4,2,2,1
957,209,273,20,51,64,64,18,2,4,2,2,1
958,209,273,20,51,64,64,18,2,4,2,2,1
959,70,236,20,51,64,64,18,2,4,2,2,1
960,70,236,20,51,64,64,18,2,4,2,2,1
961,154,330,20,51,64,64,18,2,4,2,2,1
962,154,330,20,51,64,64,18,2,4,2,2,1
963,154,330,20,51,64,64,18,2,4,2,2,1
964,11,90,100,113,48,53,18,2,4,2,2,1
965,211,154,188,2,1,1,1,4,5,0,0,0
966,211,154,188,2,1,1,1,4,5,0,0,0
967,485,154,188,2,1,1,1,4,5,0,0,0
968,796,337,180,22,37,9,8,12,6,4,3,1
969,106,287,166,22,37,9,8,12,6,4,3,1
970,106,287,166,22,37,9,8,12,6,4,3,1
971,106,287,166,22,37,9,8,12,6,4,3,1
972,167,343,69,99,98,9,8,12,6,4,3,1
973,152,328,60,92,92,24,10,14,9,4,3,1
974,152,328,60,92,92,24,10,14,9,4,3,1
975,152,328,60,92,92,24,10,14,9,4,3,1
976,66,229,60,92,92,24,10,14,9,4,3,1
977,801,14,92,18,34,17,4,2,4,2,2,1
978,18,115,16,46,59,60,26,2,4,2,2,1
979,18,115,16,46,59,60,26,2,4,2,2,1
980,209,273,20,51,64,64,18,2,4,2,2,1
981,209,273,20,51,64,64,18,2,4,2,2,1
982,62,231,20,51,64,64,18,2,4,2,2,1
983,62,231,20,51,64,64,18,2,4,2,2,1
984,62,231,20,51,64,64,18,2,4,2,2,1
985,62,231,20,51,64,64,18,2,4,2,2,1
986,154,330,20,51,64,64,18,2,4,2,2,1
987,11,90,100,113,48,53,18,2,4,2,2,1
988,11,90,100,113,48,53,18,2,4,2,2,1
989,211,154,188,2,1,1,1,4,5,0,0,0
990,485,154,188,2,1,1,1,4,5,0,0,0
991,266,376,180,22,37,9,8,12,6,0,0,1
992,266,376,180,22,37,9,8,12,6,0,0,1
993,266,376,180,22,37,9,8,12,6,0,0,1
994,796,337,180,22,37,9,8,12,6,4,3,1
995,859,337,180,22,37,9,8,12,6,4,3,1
996,106,287,166,22,37,9,8,12,6,4,3,1
997,167,343,69,99,98,9,8,12,6,4,3,1
998,534,207,60,92,92,24,10,14,9,4,3,1
999,534,207,60,92,92,24,10,14,9,4,3,1
1000,152,328,60,92,92,24,10,14,9,4,3,1
1001,152,328,60,92,92,24,10,14,9,4,3,1
1002,66,229,60,92,92,24,10,14,9,4,3,1
1003,10,10,82,35,49,24,10,14,9,4,3,1
1004,10,10,82,35,49,24,10,14,9,4,3,1
1005,10,10,82,35,49,24,10,14,9,4,3,1
1006,801,14,92,18,34,17,4,2,4,2,2,1
1007,256,243,16,46,59,60,26,2,4,2,2,1
1008,772,273,20,51,64,64,18,2,4,2,2,1
1009,209,273,20,51,64,64,18,2,4,2,2,1
1010,62,231,20,51,64,64,18,2,4,2,2,1
1011,62,231,20,51,64,64,18,2,4,2,2,1
1012,62,231,20,51,64,64,18,2,4,2,2,1
1013,62,231,20,51,64,64,18,2,4,2,2,1
1014,11,90,100,113,48,53,18,2,4,2,2,1
1015,759,154,188,2,1,1,1,4,5,0,0,0
1016,759,154,188,2,1,1,1,4,5,0,0,0
1017,266,376,180,22,37,9,8,12,6,0,0,1
1018,266,376,180,22,37,9,8,12,6,0,0,1
1019,794,337,180,22,37,9,8,12,6,4,3,1
1020,794,337,180,22,37,9,8,12,6,4,3,1
1021,859,337,180,22,37,9,8,12,6,4,3,1
1022,106,287,166,22,37,9,8,12,6,4,3,1
1023,167,343,69,99,98,9,8,12,6,4,3,1
1024,534,207,60,92,92,24,10,14,9,4,3,1
1025,707,207,60,92,92,24,10,14,9,4,3,1
1026,707,207,60,92,92,24,10,14,9,4,3,1
1027,66,229,60,92,92,24,10,14,9,4,3,1
1028,66,229,60,92,92,24,10,14,9,4,3,1
1029,10,10,82,35,49,24,10,14,9,4,3,1
1030,10,10,82,35,49,24,10,14,9,4,3,1
1031,10,10,82,35,49,24,10,14,9,4,3,1
1032,10,10,82,35,49,24,10,14,9,4,3,1
1033,256,243,16,46,59,60,26,2,4,2,2,1
1034,772,273,20,51,64,64,18,2,4,2,2,1
1035,593,12,25,19,35,44,26,2,4,2,2,1
1036,11,90,100,113,48,53,18,2,4,2,2,1
