"ReefID","ReefArea(km-sq)","Latitude","Longitude"
826,1.6858,6.1482,116.08,
827,2.4095,6.5457,116.08,
828,1.908,10.5794,116.08,
829,16.6145,10.658,116.08,
830,13.9261,10.7366,116.08,
831,2.8101,10.8152,116.08,
832,1.4311,11.2078,116.08,
833,1.6751,11.2863,116.08,
834,4.4283,11.4432,116.08,
835,8.4697,11.5216,116.08,
836,6.2826,6.7046,116.16,
837,0.70448,8.8447,116.16,
838,10.5611,8.9237,116.16,
839,2.5647,10.658,116.16,
840,0.87059,10.7366,116.16,
841,6.1738,10.8152,116.16,
842,7.8334,10.8938,116.16,
843,3.5981,10.9723,116.16,
844,6.9219,11.2863,116.16,
845,4.3154,11.3647,116.16,
846,6.5265,11.4432,116.16,
847,7.5623,11.5216,116.16,
848,24.1268,11.5999,116.16,
849,4.6914,11.6783,116.16,
850,0.019894,6.3867,116.24,
851,0.26144,6.4662,116.24,
852,17.8897,6.7046,116.24,
853,0.33396,6.7841,116.24,
854,5.3032,8.9237,116.24,
855,13.3979,10.8152,116.24,
856,1.9741,10.8938,116.24,
857,5.933,10.9723,116.24,
858,2.1354,11.0508,116.24,
859,7.9332,11.1293,116.24,
860,1.7921,11.2078,116.24,
861,17.4116,11.6783,116.24,
862,7.3483,11.7566,116.24,
863,1.2212,6.6252,116.3199,
864,1.2208,6.7841,116.3199,
865,0.16641,9.7131,116.3199,
866,10.9894,9.792,116.3199,
867,0.082221,10.8152,116.3199,
868,18.0162,10.8938,116.3199,
869,0.71195,10.9723,116.3199,
870,2.0816,11.0508,116.3199,
871,0.21408,11.1293,116.3199,
872,11.3298,11.2078,116.3199,
873,0.26269,11.2863,116.3199,
874,0.39033,11.3647,116.3199,
875,1.1127,6.5457,116.4,
876,1.2206,6.7046,116.4,
877,3.7095,9.1607,116.4,
878,14.7399,9.7131,116.4,
879,21.3026,9.792,116.4,
880,3.8271,10.2646,116.4,
881,28.0724,10.3434,116.4,
882,3.7849,10.422,116.4,
883,5.6195,10.8938,116.4,
884,3.6821,10.9723,116.4,
885,0.57786,11.0508,116.4,
886,1.1086,11.1293,116.4,
887,2.6199,11.2078,116.4,
888,1.5853,11.2863,116.4,
889,2.6787,11.3647,116.4,
890,1.9813,11.4432,116.4,
891,2.9842,11.5216,116.4,
892,3.2742,11.5999,116.4,
893,0.7178,6.5457,116.48,
894,3.4015,6.6252,116.48,
895,9.1879,6.7046,116.48,
896,0.034833,6.7841,116.48,
897,20.3411,9.7131,116.48,
898,0.10243,9.792,116.48,
899,4.6927,10.3434,116.48,
900,13.0364,10.422,116.48,
901,9.5114,10.5007,116.48,
902,4.9445,10.5794,116.48,
903,0.42809,10.9723,116.48,
904,0.78467,11.0508,116.48,
905,1.0068,11.1293,116.48,
906,12.6289,11.5999,116.48,
907,18.0345,11.6783,116.48,
908,0.0021051,11.7566,116.48,
909,8.7259,6.7046,116.5601,
910,11.3228,6.7841,116.5601,
911,9.3159,6.8635,116.5601,
912,0.23667,6.9429,116.5601,
913,3.3245,9.0027,116.5601,
914,6.0179,9.0817,116.5601,
915,0.94783,9.7131,116.5601,
916,0.95116,10.3434,116.5601,
917,2.0951,10.422,116.5601,
918,1.8292,10.5007,116.5601,
919,8.6052,10.5794,116.5601,
920,11.0547,10.8152,116.5601,
921,2.2466,10.8938,116.5601,
922,1.8335,10.9723,116.5601,
923,7.2228,11.3647,116.5601,
924,7.0384,11.6783,116.5601,
925,0.35989,11.7566,116.5601,
926,5.8702,6.9429,116.64,
927,5.5072,7.0224,116.64,
928,0.063952,9.0027,116.64,
929,0.010369,9.0817,116.64,
930,1.0512,10.3434,116.64,
931,0.0050036,10.422,116.64,
932,4.2296,10.5007,116.64,
933,1.6419,10.5794,116.64,
934,7.4317,10.658,116.64,
935,13.524,10.8152,116.64,
936,1.6221,10.8938,116.64,
937,0.17556,10.9723,116.64,
938,0.93302,11.0508,116.64,
939,1.0095,11.1293,116.64,
940,0.84477,11.2078,116.64,
941,0.4559,11.7566,116.64,
942,5.5766,11.8349,116.64,
943,3.2612,11.9132,116.64,
944,5.6237,20.5825,116.64,
945,18.9906,20.6573,116.64,
946,33.4944,20.7322,116.64,
947,6.5851,7.0224,116.72,
948,0.50753,7.1811,116.72,
949,0.0057742,7.2605,116.72,
950,17.0343,7.8949,116.72,
951,3.2761,7.9741,116.72,
952,0.88762,10.3434,116.72,
953,2.4615,10.422,116.72,
954,0.28485,10.5007,116.72,
955,0.55018,10.5794,116.72,
956,22.0156,10.658,116.72,
957,2.4797,10.8152,116.72,
958,0.63852,10.8938,116.72,
959,0.54925,10.9723,116.72,
960,1.2242,11.0508,116.72,
961,0.72332,11.1293,116.72,
962,0.41702,11.2078,116.72,
963,0.15398,11.2863,116.72,
964,7.4187,11.9132,116.72,
965,23.3645,20.5825,116.72,
966,12.815,20.6573,116.72,
967,11.7698,20.807,116.72,
968,0.45606,7.0224,116.8,
969,14.3156,7.1811,116.8,
970,20.084,7.2605,116.8,
971,2.1414,7.3398,116.8,
972,3.0576,7.8156,116.8,
973,51.9566,7.8949,116.8,
974,32.5488,7.9741,116.8,
975,7.1818,8.0534,116.8,
976,1.3496,8.1326,116.8,
977,0.21679,9.4765,116.8,
978,5.371,10.5007,116.8,
979,5.817,10.5794,116.8,
980,3.4203,10.8152,116.8,
981,1.8278,10.8938,116.8,
982,0.53675,10.9723,116.8,
983,0.81351,11.0508,116.8,
984,1.2225,11.1293,116.8,
985,0.096001,11.2078,116.8,
986,0.16641,11.2863,116.8,
987,0.69811,11.9132,116.8,
988,1.0856,11.9915,116.8,
989,17.1327,20.5825,116.8,
990,13.9397,20.807,116.8,
991,1.8889,6.7841,116.88,
992,1.2572,6.8635,116.88,
993,0.4734,6.9429,116.88,
994,0.012757,7.0224,116.88,
995,5.178,7.1811,116.88,
996,28.3835,7.3398,116.88,
997,19.5788,7.8156,116.88,
998,19.0232,7.8949,116.88,
999,14.5911,7.9741,116.88,
1000,31.5544,8.0534,116.88,
1001,10.026,8.1326,116.88,
1002,5.6836,8.2117,116.88,
1003,2.0783,8.4492,116.88,
1004,7.399,8.5283,116.88,
1005,7.8592,8.6074,116.88,
1006,1.4778,9.4765,116.88,
1007,32.1996,10.5794,116.88,
1008,0.04653,10.8938,116.88,
1009,1.4519,10.9723,116.88,
1010,0.5804,11.0508,116.88,
1011,6.479,11.1293,116.88,
1012,0.48571,11.2078,116.88,
1013,0.38059,11.2863,116.88,
1014,8.1154,11.9915,116.88,
1015,7.2202,20.6573,116.88,
1016,9.0619,20.7322,116.88,
1017,0.0017756,6.8635,116.96,
1018,19.4734,6.9429,116.96,
1019,8.2877,7.0224,116.96,
1020,18.7455,7.1017,116.96,
1021,8.2067,7.1811,116.96,
1022,13.3762,7.3398,116.96,
1023,5.1011,7.8156,116.96,
1024,6.7711,8.0534,116.96,
1025,17.0264,8.1326,116.96,
1026,17.9403,8.2117,116.96,
1027,6.804,8.2909,116.96,
1028,0.31154,8.4492,116.96,
1029,5.754,8.5283,116.96,
1030,8.8821,8.6074,116.96,
1031,18.306,8.6865,116.96,
1032,6.1365,8.7656,116.96,
1033,20.9836,10.5794,116.96,
1034,1.7931,11.0508,116.96,
1035,0.13649,11.1293,116.96,
1036,4.0907,11.9915,116.96,
1037,0.60753,7.4192,117.04,
1038,4.3604,7.6571,117.04,
1039,17.1325,8.2117,117.04,
1040,32.1192,8.2909,117.04,
1041,3.438,8.3701,117.04,
1042,4.2443,8.4492,117.04,
1043,2.1244,8.5283,117.04,
1044,1.3421,8.6074,117.04,
1045,2.0911,8.6865,117.04,
1046,7.8501,8.7656,117.04,
1047,7.2323,8.8447,117.04,
1048,4.1293,8.9237,117.04,
1049,2.2697,10.5794,117.04,
1050,6.5994,10.658,117.04,
1051,0.73777,10.7366,117.04,
1052,16.07,11.9915,117.04,
1053,10.2914,7.4192,117.12,
1054,24.8597,7.4985,117.12,
1055,0.14304,7.6571,117.12,
1056,5.053,7.7364,117.12,
1057,22.1898,8.3701,117.12,
1058,18.5178,8.4492,117.12,
1059,12.2037,8.5283,117.12,
1060,3.6213,8.6074,117.12,
1061,0.61447,8.6865,117.12,
1062,3.0027,8.7656,117.12,
1063,0.55933,8.8447,117.12,
1064,5.996,8.9237,117.12,
1065,0.91924,9.0027,117.12,
1066,11.5125,10.5794,117.12,
1067,2.6264,10.658,117.12,
1068,2.7033,11.0508,117.12,
1069,1.5008,11.1293,117.12,
1070,1.2914,11.5216,117.12,
1071,0.67807,11.9915,117.12,
1072,7.1591,7.4192,117.2,
1073,35.6526,7.4985,117.2,
1074,6.5249,7.5778,117.2,
1075,8.008,7.6571,117.2,
1076,8.4318,7.7364,117.2,
1077,5.7896,8.4492,117.2,
1078,0.55169,8.5283,117.2,
1079,13.1312,8.6074,117.2,
1080,11.8024,8.6865,117.2,
1081,0.88971,8.7656,117.2,
1082,5.3612,8.8447,117.2,
1083,0.6439,8.9237,117.2,
1084,2.2541,9.0027,117.2,
1085,0.42139,9.0817,117.2,
1086,4.8232,10.2646,117.2,
1087,19.9094,10.3434,117.2,
1088,1.6068,10.7366,117.2,
1089,5.1199,10.9723,117.2,
1090,19.2179,11.0508,117.2,
1091,39.8568,11.1293,117.2,
1092,1.9234,11.5999,117.2,
1093,3.3032,11.6783,117.2,
1094,11.887,7.1017,117.28,
1095,39.6155,7.1811,117.28,
1096,9.4,7.4192,117.28,
1097,9.916,7.5778,117.28,
1098,4.2654,7.6571,117.28,
1099,6.3496,7.7364,117.28,
1100,7.4101,7.8156,117.28,
1101,0.57932,7.8949,117.28,
1102,0.046723,8.0534,117.28,
1103,8.9719,8.1326,117.28,
1104,3.3694,8.6865,117.28,
1105,10.8845,8.7656,117.28,
1106,3.118,8.8447,117.28,
1107,1.1842,8.9237,117.28,
1108,0.00023384,9.0027,117.28,
1109,0.91589,9.0817,117.28,
1110,3.4162,9.1607,117.28,
1111,4.6612,10.1072,117.28,
1112,4.2111,10.5794,117.28,
1113,9.4008,10.658,117.28,
1114,8.795,10.7366,117.28,
1115,3.4331,10.8152,117.28,
1116,14.6152,10.8938,117.28,
1117,0.24969,11.5999,117.28,
1118,2.3473,11.6783,117.28,
1119,3.432,11.7566,117.28,
1120,4.7452,6.9429,117.36,
1121,8.7898,7.0224,117.36,
1122,3.7466,7.1017,117.36,
1123,27.7966,7.1811,117.36,
1124,9.3753,7.2605,117.36,
1125,2.9605,7.3398,117.36,
1126,0.19837,7.4192,117.36,
1127,1.5373,7.4985,117.36,
1128,0.24649,7.6571,117.36,
1129,4.8471,8.2117,117.36,
1130,10.2944,8.2909,117.36,
1131,19.5353,8.3701,117.36,
1132,9.5255,8.7656,117.36,
1133,15.1538,8.8447,117.36,
1134,2.2548,8.9237,117.36,
1135,0.65983,9.0027,117.36,
1136,0.7117,9.0817,117.36,
1137,1.0431,9.1607,117.36,
1138,4.2758,9.2397,117.36,
1139,0.2491,9.3186,117.36,
1140,0.90036,10.658,117.36,
1141,12.5176,10.8152,117.36,
1142,9.8157,10.8938,117.36,
1143,23.8444,11.0508,117.36,
1144,16.6759,11.1293,117.36,
1145,5.4949,6.9429,117.4399,
1146,5.7512,7.1017,117.4399,
1147,0.62821,7.1811,117.4399,
1148,0.63687,7.2605,117.4399,
1149,1.264,7.3398,117.4399,
1150,0.24691,7.5778,117.4399,
1151,2.2095,8.2909,117.4399,
1152,8.0975,8.3701,117.4399,
1153,0.16823,8.8447,117.4399,
1154,7.9277,8.9237,117.4399,
1155,1.506,9.0027,117.4399,
1156,1.2258,9.0817,117.4399,
1157,0.63415,9.1607,117.4399,
1158,0.84832,9.2397,117.4399,
1159,5.6162,9.3186,117.4399,
1160,0.053809,9.3976,117.4399,
1161,4.442,11.0508,117.4399,
1162,3.8468,11.1293,117.4399,
1163,0.28237,11.6783,117.4399,
1164,10.291,6.7046,117.52,
1165,3.2218,6.7841,117.52,
1166,1.4409,6.8635,117.52,
1167,0.028418,6.9429,117.52,
1168,2.2879,7.0224,117.52,
1169,1.1395,7.1017,117.52,
1170,0.70385,7.1811,117.52,
1171,0.79559,7.2605,117.52,
1172,0.9962,7.3398,117.52,
1173,0.73508,7.4192,117.52,
1174,1.6382,7.6571,117.52,
1175,0.56746,8.2909,117.52,
1176,10.9978,9.0027,117.52,
1177,2.0212,9.0817,117.52,
1178,0.58824,9.1607,117.52,
1179,0.32241,9.2397,117.52,
1180,0.03388,9.3186,117.52,
1181,0.84122,9.3976,117.52,
1182,1.5099,10.658,117.52,
1183,0.88612,11.6783,117.52,
1184,0.43274,0.32,117.6,
1185,0.39146,0.4,117.6,
1186,1.4199,6.6252,117.6,
1187,0.34488,6.7841,117.6,
1188,0.54291,6.8635,117.6,
1189,2.0994,6.9429,117.6,
1190,5.5435,7.0224,117.6,
1191,1.6171,7.1017,117.6,
1192,2.1432,7.1811,117.6,
1193,2.3647,7.2605,117.6,
1194,0.44058,7.3398,117.6,
1195,0.072867,7.4985,117.6,
1196,0.15898,7.6571,117.6,
1197,2.479,8.2909,117.6,
1198,2.7931,8.3701,117.6,
1199,3.8266,8.4492,117.6,
1200,13.8946,8.5283,117.6,
1201,7.312,9.0817,117.6,
1202,0.093104,9.1607,117.6,
1203,0.30756,9.2397,117.6,
1204,0.15459,9.3186,117.6,
1205,1.5223,9.3976,117.6,
1206,0.8049,9.4765,117.6,
1207,4.9235,10.658,117.6,
1208,0.28513,15.102,117.6,
1209,3.949,15.1793,117.6,
1210,0.081646,15.2564,117.6,
1211,0.57481,0.56,117.6801,
1212,8.2032,6.6252,117.6801,
1213,1.069,6.7841,117.6801,
1214,0.66515,6.8635,117.6801,
1215,5.8843,6.9429,117.6801,
1216,2.7252,7.0224,117.6801,
1217,0.84066,7.1017,117.6801,
1218,2.5372,7.1811,117.6801,
1219,0.10772,7.2605,117.6801,
1220,4.2453,8.3701,117.6801,
1221,8.5143,8.4492,117.6801,
1222,5.5893,8.5283,117.6801,
1223,8.2308,8.6074,117.6801,
1224,7.8657,9.1607,117.6801,
1225,0.40295,9.2397,117.6801,
1226,0.48892,9.3186,117.6801,
1227,7.7991,9.4765,117.6801,
1228,0.0037779,9.5554,117.6801,
1229,16.4673,10.7366,117.6801,
1230,8.5136,10.8152,117.6801,
1231,11.8936,15.102,117.6801,
1232,20.7222,15.1793,117.6801,
1233,1.5596,15.2564,117.6801,
1234,0.024547,0.64,117.76,
1235,0.073638,0.72,117.76,
1236,0.635,6.4662,117.76,
1237,3.9428,6.5457,117.76,
1238,0.29516,6.6252,117.76,
1239,0.090928,6.7046,117.76,
1240,0.81547,6.7841,117.76,
1241,4.0228,6.8635,117.76,
1242,3.9802,6.9429,117.76,
1243,3.0881,7.0224,117.76,
1244,2.5434,7.1017,117.76,
1245,1.0179,7.1811,117.76,
1246,1.0487,7.2605,117.76,
1247,0.074641,7.4192,117.76,
1248,0.82647,8.2909,117.76,
1249,4.3863,8.4492,117.76,
1250,10.6393,8.5283,117.76,
1251,12.6279,8.6074,117.76,
1252,4.9717,8.6865,117.76,
1253,1.4275,9.1607,117.76,
1254,10.528,9.2397,117.76,
1255,0.18725,9.3186,117.76,
1256,0.071426,9.3976,117.76,
1257,0.29279,9.4765,117.76,
1258,7.2569,9.5554,117.76,
1259,3.3451,9.6343,117.76,
1260,0.46955,10.7366,117.76,
1261,10.7229,10.8152,117.76,
1262,0.71068,11.8349,117.76,
1263,7.5221,15.102,117.76,
1264,6.9262,15.1793,117.76,
1265,0.13849,0.72,117.84,
1266,0.51901,0.8,117.84,
1267,0.074369,2.6391,117.84,
1268,0.28491,6.0686,117.84,
1269,1.4636,6.4662,117.84,
1270,2.6628,6.5457,117.84,
1271,0.58084,6.6252,117.84,
1272,1.5033,6.7046,117.84,
1273,0.51439,6.7841,117.84,
1274,2.1549,6.8635,117.84,
1275,2.8505,6.9429,117.84,
1276,0.85767,7.0224,117.84,
1277,0.62886,7.1017,117.84,
1278,0.26244,7.1811,117.84,
1279,0.75599,8.2909,117.84,
1280,0.16187,8.5283,117.84,
1281,7.0471,8.6074,117.84,
1282,5.4968,8.6865,117.84,
1283,3.399,8.7656,117.84,
1284,10.3343,9.2397,117.84,
1285,7.8861,9.3186,117.84,
1286,0.29285,9.3976,117.84,
1287,0.28332,9.4765,117.84,
1288,0.092251,9.5554,117.84,
1289,8.3524,9.6343,117.84,
1290,10.0287,9.7131,117.84,
1291,1.4349,9.792,117.84,
1292,1.7643,0.72,117.92,
1293,2.7987,0.8,117.92,
1294,2.3364,2.5591,117.92,
1295,0.8438,6.0686,117.92,
1296,7.6543,6.1482,117.92,
1297,0.65869,6.2277,117.92,
1298,0.74558,6.3072,117.92,
1299,0.45875,6.4662,117.92,
1300,0.56982,6.5457,117.92,
1301,0.037834,6.6252,117.92,
1302,0.73905,6.7046,117.92,
1303,0.27958,6.7841,117.92,
1304,2.0104,6.8635,117.92,
1305,0.99069,6.9429,117.92,
1306,0.11147,7.0224,117.92,
1307,0.37459,7.1017,117.92,
1308,0.41316,8.3701,117.92,
1309,1.9367,8.4492,117.92,
1310,4.2327,8.6074,117.92,
1311,3.2011,8.6865,117.92,
1312,1.3737,8.7656,117.92,
1313,4.9703,8.8447,117.92,
1314,16.1565,9.3186,117.92,
1315,0.13992,9.3976,117.92,
1316,0.36465,9.4765,117.92,
1317,0.019736,9.5554,117.92,
1318,0.08635,9.6343,117.92,
1319,0.10713,9.7131,117.92,
1320,9.1711,9.792,117.92,
1321,5.1065,9.8708,117.92,
1322,0.035504,0.72,118,
1323,1.8217,2.1595,118,
1324,28.7971,2.4792,118,
1325,0.27104,6.3867,118,
1326,0.47484,6.6252,118,
1327,3.1052,6.7046,118,
1328,1.8174,6.7841,118,
1329,0.78358,6.8635,118,
1330,0.71416,6.9429,118,
1331,1.4696,8.0534,118,
1332,1.6631,8.4492,118,
1333,1.1645,8.5283,118,
1334,1.5617,8.6074,118,
1335,0.031091,8.6865,118,
1336,3.3615,8.7656,118,
1337,5.2909,8.8447,118,
1338,7.6798,9.3186,118,
1339,10.5095,9.3976,118,
1340,0.088337,9.5554,118,
1341,0.15017,9.6343,118,
1342,0.17949,9.7131,118,
1343,0.32404,9.792,118,
1344,5.4443,9.8708,118,
1345,4.0565,9.9496,118,
1346,1.0421,10.0284,118,
1347,0.035558,0.8,118.08,
1348,16.1048,2.2394,118.08,
1349,62.3677,2.3993,118.08,
1350,7.9461,2.4792,118.08,
1351,0.16864,4.1563,118.08,
1352,0.050461,4.2361,118.08,
1353,0.48165,6.0686,118.08,
1354,3.7454,6.1482,118.08,
1355,0.016121,6.3867,118.08,
1356,1.5438,6.7046,118.08,
1357,0.60432,6.7841,118.08,
1358,0.33661,6.8635,118.08,
1359,0.34417,6.9429,118.08,
1360,0.83711,7.0224,118.08,
1361,1.7398,7.1017,118.08,
1362,1.4484,7.4985,118.08,
1363,0.56853,7.6571,118.08,
1364,0.26106,7.8156,118.08,
1365,1.9327,8.0534,118.08,
1366,0.60357,8.4492,118.08,
1367,0.51456,8.5283,118.08,
1368,6.2068,8.6074,118.08,
1369,4.6036,8.6865,118.08,
1370,1.8693,8.7656,118.08,
1371,0.066008,8.8447,118.08,
1372,4.2379,8.9237,118.08,
1373,8.9904,9.0027,118.08,
1374,4.2223,9.3976,118.08,
1375,1.0906,9.4765,118.08,
1376,0.10716,9.6343,118.08,
1377,0.22089,9.792,118.08,
1378,0.61189,9.8708,118.08,
1379,0.18329,9.9496,118.08,
1380,5.6666,10.0284,118.08,
1381,6.7975,10.1072,118.08,
1382,19.788,2.2394,118.16,
1383,41.9633,2.3194,118.16,
1384,3.7125,2.3993,118.16,
1385,0.45682,4.1563,118.16,
1386,0.51764,4.2361,118.16,
1387,0.032199,6.1482,118.16,
1388,0.016099,6.3072,118.16,
1389,0.0083078,6.6252,118.16,
1390,0.82407,6.7046,118.16,
1391,0.95484,7.4985,118.16,
1392,0.22074,8.0534,118.16,
1393,5.3885,8.8447,118.16,
1394,3.5758,8.9237,118.16,
1395,2.253,9.0027,118.16,
1396,3.1083,9.4765,118.16,
1397,1.1441,9.5554,118.16,
1398,0.10605,9.8708,118.16,
1399,0.22993,9.9496,118.16,
1400,0.74704,10.0284,118.16,
1401,10.8023,10.1072,118.16,
1402,21.865,10.1859,118.16,
1403,0.57051,0.8,118.24,
1404,2.3599,1.5998,118.24,
1405,20.8526,2.0795,118.24,
1406,27.2792,2.1595,118.24,
1407,13.3202,2.2394,118.24,
1408,0.37741,4.1563,118.24,
1409,0.53157,4.2361,118.24,
1410,2.9041,6.0686,118.24,
1411,8.6227,7.1017,118.24,
1412,1.9083,7.1811,118.24,
1413,0.28111,7.2605,118.24,
1414,0.1217,7.5778,118.24,
1415,1.2156,8.8447,118.24,
1416,11.4099,9.0027,118.24,
1417,3.9943,9.0817,118.24,
1418,0.49849,9.5554,118.24,
1419,0.46729,9.6343,118.24,
1420,0.098531,9.792,118.24,
1421,0.0054696,9.8708,118.24,
1422,0.098368,9.9496,118.24,
1423,0.24776,10.0284,118.24,
1424,0.42159,10.1072,118.24,
1425,0.76672,10.1859,118.24,
1426,2.4941,10.2646,118.24,
1427,16.0414,10.3434,118.24,
1428,3.825,10.422,118.24,
1429,2.5657,0.8,118.3199,
1430,14.1376,1.5998,118.3199,
1431,2.3683,1.9196,118.3199,
1432,3.4078,2.0795,118.3199,
1433,7.7416,4.2361,118.3199,
1434,0.036412,4.3159,118.3199,
1435,0.0075754,5.9891,118.3199,
1436,0.0091912,6.1482,118.3199,
1437,0.22569,6.2277,118.3199,
1438,1.9311,6.8635,118.3199,
1439,1.8874,6.9429,118.3199,
1440,9.5229,7.0224,118.3199,
1441,8.0374,7.1017,118.3199,
1442,13.5476,7.1811,118.3199,
1443,0.53186,7.2605,118.3199,
1444,1.2397,7.3398,118.3199,
1445,0.78498,7.4192,118.3199,
1446,1.5883,7.5778,118.3199,
1447,15.0864,7.7364,118.3199,
1448,7.5364,7.8156,118.3199,
1449,6.2072,7.8949,118.3199,
1450,1.2171,8.9237,118.3199,
1451,0.017379,9.0817,118.3199,
1452,5.2092,9.1607,118.3199,
1453,2.3669,9.6343,118.3199,
1454,1.3103,9.7131,118.3199,
1455,0.22854,9.8708,118.3199,
1456,0.19454,9.9496,118.3199,
1457,0.10056,10.0284,118.3199,
1458,0.10512,10.1072,118.3199,
1459,0.80813,10.1859,118.3199,
1460,0.67562,10.2646,118.3199,
1461,6.1227,10.3434,118.3199,
1462,21.4902,10.422,118.3199,
1463,7.7654,10.5007,118.3199,
1464,1.1691,0.72,118.4,
1465,0.072093,0.8,118.4,
1466,44.1173,1.5198,118.4,
1467,32.3512,1.5998,118.4,
1468,1.9598,1.6798,118.4,
1469,15.3647,1.9196,118.4,
1470,0.15648,2.1595,118.4,
1471,11.4176,4.2361,118.4,
1472,0.27182,4.3159,118.4,
1473,2.3375,6.0686,118.4,
1474,1.2205,6.1482,118.4,
1475,9.7449,6.9429,118.4,
1476,8.8576,7.0224,118.4,
1477,1.7027,7.2605,118.4,
1478,5.3982,7.7364,118.4,
1479,1.104,7.8156,118.4,
1480,5.0944,9.1607,118.4,
1481,1.7642,9.7131,118.4,
1482,2.9856,9.792,118.4,
1483,0.16982,9.9496,118.4,
1484,0.056223,10.1859,118.4,
1485,0.34998,10.2646,118.4,
1486,0.87059,10.3434,118.4,
1487,1.9757,10.422,118.4,
1488,13.6947,10.5007,118.4,
1489,28.4143,10.5794,118.4,
1490,2.5413,0.8,118.48,
1491,14.9196,1.5198,118.48,
1492,49.7256,1.5998,118.48,
1493,0.47745,1.6798,118.48,
1494,0.15692,2.0795,118.48,
1495,34.257,2.2394,118.48,
1496,6.5163,2.3194,118.48,
1497,30.0484,4.2361,118.48,
1498,30.0566,4.3159,118.48,
1499,0.29006,4.7944,118.48,
1500,0.58992,4.8741,118.48,
1501,1.8254,7.1017,118.48,
1502,1.7077,7.1811,118.48,
1503,0.5137,7.6571,118.48,
1504,4.4123,7.8156,118.48,
1505,0.97908,9.0817,118.48,
1506,2.2263,9.1607,118.48,
1507,2.3417,9.2397,118.48,
1508,3.2134,9.792,118.48,
1509,0.71587,9.8708,118.48,
1510,0.063735,10.3434,118.48,
1511,0.85027,10.422,118.48,
1512,0.52084,10.5007,118.48,
1513,2.4933,10.5794,118.48,
1514,2.6636,10.658,118.48,
1515,2.6211,0.8,118.5601,
1516,1.9971,1.4398,118.5601,
1517,28.1768,1.5198,118.5601,
1518,5.457,2.0795,118.5601,
1519,0.0094066,2.3993,118.5601,
1520,1.4477,4.0766,118.5601,
1521,3.2746,4.1563,118.5601,
1522,42.7957,4.2361,118.5601,
1523,7.2432,4.7147,118.5601,
1524,1.1915,4.8741,118.5601,
1525,0.51217,7.7364,118.5601,
1526,5.8396,7.9741,118.5601,
1527,0.28096,9.0817,118.5601,
1528,1.3953,9.1607,118.5601,
1529,4.3014,9.3186,118.5601,
1530,1.1571,9.8708,118.5601,
1531,1.9883,9.9496,118.5601,
1532,0.082315,10.0284,118.5601,
1533,0.12929,10.422,118.5601,
1534,0.44033,10.5007,118.5601,
1535,6.0063,10.5794,118.5601,
1536,18.0314,10.658,118.5601,
1537,1.9122,0.8,118.64,
1538,1.8613,1.3599,118.64,
1539,4.9785,1.4398,118.64,
1540,4.0099,1.5998,118.64,
1541,17.7731,2.0795,118.64,
1542,0.0094071,2.3194,118.64,
1543,2.9226,4.0766,118.64,
1544,13.9808,4.7147,118.64,
1545,1.3221,4.8741,118.64,
1546,0.41611,9.1607,118.64,
1547,18.451,9.2397,118.64,
1548,31.2263,9.3186,118.64,
1549,26.5721,9.3976,118.64,
1550,17.9702,9.4765,118.64,
1551,1.9145,10.0284,118.64,
1552,0.72628,10.1072,118.64,
1553,0.06745,10.5007,118.64,
1554,0.46685,10.5794,118.64,
1555,1.7641,10.658,118.64,
1556,3.0558,10.7366,118.64,
1557,5.783,10.8152,118.64,
1558,0.011033,10.8938,118.64,
1559,0.45187,11.0508,118.64,
1560,3.5862,0.8,118.72,
1561,3.5433,1.2799,118.72,
1562,3.1675,1.3599,118.72,
1563,0.041104,1.4398,118.72,
1564,19.3467,1.5198,118.72,
1565,26.1911,1.9196,118.72,
1566,22.9824,1.9996,118.72,
1567,4.1664,2.1595,118.72,
1568,13.4087,4.1563,118.72,
1569,53.6615,4.2361,118.72,
1570,7.1182,4.3159,118.72,
1571,30.222,4.3957,118.72,
1572,3.8466,4.7147,118.72,
1573,0.054494,4.8741,118.72,
1574,2.6081,9.5554,118.72,
1575,8.9012,10.1072,118.72,
1576,0.058634,10.1859,118.72,
1577,0.76243,10.5794,118.72,
1578,0.53912,10.658,118.72,
1579,11.4461,10.7366,118.72,
1580,0.31868,10.8152,118.72,
1581,8.96,10.8938,118.72,
1582,7.8605,10.9723,118.72,
1583,14.9341,11.0508,118.72,
1584,1.9865,1.1999,118.8,
1585,1.5003,1.2799,118.8,
1586,0.68789,1.3599,118.8,
1587,0.080053,1.4398,118.8,
1588,18.2961,1.5198,118.8,
1589,1.1509,1.7597,118.8,
1590,29.477,1.8397,118.8,
1591,29.813,1.9996,118.8,
1592,27.689,4.1563,118.8,
1593,74.8571,4.2361,118.8,
1594,18.5321,4.3159,118.8,
1595,0.86723,4.3957,118.8,
1596,12.4765,4.4754,118.8,
1597,14.0436,4.5552,118.8,
1598,4.3097,4.6349,118.8,
1599,1.8433,4.9538,118.8,
1600,0.19394,9.6343,118.8,
1601,2.2974,9.7131,118.8,
1602,6.2705,9.792,118.8,
1603,0.042663,10.2646,118.8,
1604,0.044906,10.658,118.8,
1605,0.30495,10.8152,118.8,
1606,0.34664,10.8938,118.8,
1607,0.48953,10.9723,118.8,
1608,0.56143,11.0508,118.8,
1609,7.7542,11.1293,118.8,
1610,19.0356,11.2078,118.8,
1611,16.283,11.2863,118.8,
1612,1.4237,11.3647,118.8,
