"ReefID","ReefArea(km-sq)","Latitude","Longitude"
352,18.2968,4.6349,107.92,
353,49.5303,4.7147,107.92,
354,18.6469,4.7944,107.92,
355,1.2894,3.5976,108,
356,7.6662,3.6775,108,
357,27.9562,3.7573,108,
358,12.5178,4.1563,108,
359,3.0111,4.5552,108,
360,3.1535,4.6349,108,
361,0.043598,3.5178,108.08,
362,15.5359,4.1563,108.08,
363,4.4027,4.2361,108.08,
364,0.051862,16.3341,108.08,
365,3.0935,3.5976,108.16,
366,12.1866,4.2361,108.16,
367,0.43413,16.2574,108.16,
368,3.2308,3.5976,108.24,
369,0.1055,16.2574,108.24,
370,4.3218,3.6775,108.3199,
371,5.532,4.0766,108.3199,
372,0.10598,16.1805,108.3199,
373,2.3626,4.0766,108.4,
374,0.33651,16.0268,108.4,
375,1.9342,2.6391,108.48,
376,4.2654,2.719,108.48,
377,0.083996,16.0268,108.48,
378,0.0031783,15.873,108.5601,
379,0.083901,15.9499,108.5601,
380,0.10186,0.64,108.64,
381,0.12836,0.72,108.64,
382,0.12338,0.8,108.64,
383,2.6711,2.719,108.64,
384,0.57044,2.7989,108.64,
385,4.9586,2.8788,108.64,
386,0.25518,2.9587,108.64,
387,0.62784,11.1293,108.64,
388,0.57833,15.5649,108.64,
389,3.2551,19.3795,108.64,
390,0.16405,0.72,108.72,
391,14.7741,2.719,108.72,
392,6.704,2.7989,108.72,
393,57.5923,2.9587,108.72,
394,5.6818,3.0386,108.72,
395,0.40697,11.1293,108.72,
396,1.1001,15.4879,108.72,
397,6.3825,19.455,108.72,
398,0.32657,0.48,108.8,
399,0.30332,2.3194,108.8,
400,7.7336,2.6391,108.8,
401,42.4153,3.0386,108.8,
402,3.2377,10.5794,108.8,
403,0.53288,15.4879,108.8,
404,5.1667,19.455,108.8,
405,0.64582,19.5304,108.8,
406,0.011397,2.2394,108.88,
407,0.011382,2.3993,108.88,
408,3.7456,2.4792,108.88,
409,3.6649,2.5591,108.88,
410,3.2125,2.6391,108.88,
411,0.19673,3.1185,108.88,
412,3.0811,10.5007,108.88,
413,4.582,10.5794,108.88,
414,0.59151,15.4108,108.88,
415,11.3326,19.5304,108.88,
416,0.28537,2.3194,108.96,
417,2.2654,2.3993,108.96,
418,1.074,2.6391,108.96,
419,3.2171,2.719,108.96,
420,1.8433,2.7989,108.96,
421,2.766,2.8788,108.96,
422,4.9606,2.9587,108.96,
423,0.19729,3.0386,108.96,
424,0.82752,11.2863,108.96,
425,0.18921,15.1793,108.96,
426,0.53547,15.3336,108.96,
427,1.3906,15.4108,108.96,
428,6.64,19.6058,108.96,
429,0.10571,19.6811,108.96,
430,4.4256,2.0795,109.04,
431,0.53648,2.3993,109.04,
432,1.9405,2.6391,109.04,
433,0.82707,11.3647,109.04,
434,1.7965,11.4432,109.04,
435,0.59272,15.2564,109.04,
436,8.6722,15.3336,109.04,
437,10.9515,15.4108,109.04,
438,8.2966,19.6811,109.04,
439,1.1697,19.7564,109.04,
440,0.097678,19.8317,109.04,
441,0.07467,2.719,109.12,
442,0.71056,11.5216,109.12,
443,3.6608,19.7564,109.12,
444,11.6048,19.8317,109.12,
445,0.054899,2.5591,109.2,
446,0.074789,2.6391,109.2,
447,0.50452,11.5999,109.2,
448,1.4909,11.6783,109.2,
449,0.1048,18.2437,109.2,
450,6.4575,19.907,109.2,
451,0.6391,11.8349,109.28,
452,1.1402,12.0697,109.28,
453,0.1101,12.1479,109.28,
454,0.46951,18.2437,109.28,
455,1.4754,19.9822,109.28,
456,0.10779,13.0848,109.36,
457,0.44748,13.1627,109.36,
458,0.12935,13.3184,109.36,
459,0.03472,13.4741,109.36,
460,0.082875,13.5518,109.36,
461,0.048865,18.1677,109.36,
462,1.7141,19.9822,109.36,
463,3.3079,12.4606,109.4399,
464,0.18076,12.6948,109.4399,
465,0.20907,13.6296,109.4399,
466,0.53333,18.1677,109.4399,
467,2.2683,19.9822,109.4399,
468,4.3852,7.4985,109.52,
469,1.8307,7.8949,109.52,
470,0.10785,12.9289,109.52,
471,0.98136,18.1677,109.52,
472,10.0762,19.9822,109.52,
473,1.7538,7.2605,109.6,
474,0.87387,7.4985,109.6,
475,2.7236,7.5778,109.6,
476,1.9214,20.0573,109.6,
477,1.6666,7.2605,109.6801,
478,2.7959,7.3398,109.6801,
479,2.2164,7.4985,109.6801,
480,4.6385,7.5778,109.6801,
481,0.059952,18.1677,109.6801,
482,2.2326,7.4985,109.76,
483,1.3366,7.5778,109.76,
484,0.059846,18.2437,109.76,
485,5.1429,7.4985,109.84,
486,5.3461,7.8156,109.84,
487,2.8303,7.8949,109.84,
488,1.2538,7.9741,109.84,
489,0.41538,7.8949,109.92,
490,4.5944,7.9741,109.92,
491,2.2786,7.8949,110,
492,0.70904,7.8156,110.3199,
493,32.4327,7.8156,110.4,
494,3.3818,20.1325,110.5601,
495,6.865,19.2285,110.64,
496,1.7242,19.3041,110.72,
497,0.50818,19.3795,110.8,
498,1.5646,20.0573,110.8,
499,0.63586,20.0573,110.88,
500,0.030356,19.5304,110.96,
501,0.6363,19.9822,110.96,
502,0.030255,19.6058,111.04,
503,7.4259,15.796,111.12,
504,5.29,17.1003,111.36,
505,3.6697,16.1805,111.4399,
506,0.0027687,16.2574,111.4399,
507,7.1098,16.4109,111.4399,
508,7.4981,16.4876,111.4399,
509,10.1221,17.1003,111.4399,
510,14.6876,16.1805,111.52,
511,9.411,16.2574,111.52,
512,4.6628,16.4109,111.52,
513,5.1149,16.5643,111.52,
514,10.0656,16.1805,111.6,
515,9.7544,16.2574,111.6,
516,0.94781,16.4109,111.6,
517,11.1499,16.5643,111.6,
518,11.1295,16.0268,111.6801,
519,1.8363,16.1037,111.6801,
520,11.0287,16.1805,111.6801,
521,11.8087,16.2574,111.6801,
522,3.0342,16.4109,111.6801,
523,1.9501,16.641,111.6801,
524,5.9046,16.0268,111.76,
525,2.2689,16.1805,111.76,
526,0.60754,16.3341,111.76,
527,1.9535,16.5643,111.76,
528,23.023,8.1326,111.84,
529,0.60341,16.1037,111.84,
530,0.60792,16.2574,111.84,
531,0.34912,16.3341,111.84,
532,0.0017131,8.0534,111.92,
533,55.9196,8.1326,111.92,
534,0.90909,8.2117,111.92,
535,11.9999,16.3341,111.92,
536,4.9358,16.3341,112,
537,5.3552,8.8447,112.08,
538,1.2186,16.7942,112.08,
539,0.13688,16.9473,112.08,
540,24.3143,8.8447,112.16,
541,2.8649,8.9237,112.16,
542,1.516,16.7176,112.16,
543,5.6102,16.7942,112.16,
544,0.86047,16.8708,112.16,
545,17.5667,16.9473,112.16,
546,6.7567,17.0238,112.16,
547,1.8895,8.9237,112.24,
548,0.93228,16.7176,112.24,
549,13.4205,16.7942,112.24,
550,2.9139,17.0238,112.24,
551,0.050708,8.9237,112.3199,
552,0.99094,16.0268,112.3199,
553,3.5852,16.7176,112.3199,
554,10.7635,16.7942,112.3199,
555,19.22,16.0268,112.4,
556,0.13927,16.1037,112.4,
557,0.17217,16.8708,112.4,
558,1.9177,8.7656,112.48,
559,12.5946,8.8447,112.48,
560,14.2735,16.0268,112.48,
561,6.1009,16.1037,112.48,
562,16.2341,8.8447,112.5601,
563,0.035875,16.0268,112.5601,
564,0.39629,16.1037,112.5601,
565,2.919,16.641,112.64,
566,0.040752,16.7176,112.64,
567,5.036,8.8447,112.72,
568,5.057,8.8447,112.8,
569,12.1269,9.5554,112.8,
570,11.8127,9.5554,112.88,
571,30.053,9.6343,112.88,
572,2.4025,3.2782,112.96,
573,30.2907,9.6343,112.96,
574,5.3707,9.7131,112.96,
575,1.8552,3.3581,113.04,
576,0.096087,3.4379,113.04,
577,0.3556,8.0534,113.04,
578,0.093479,3.3581,113.12,
579,2.7615,3.4379,113.12,
580,6.6187,8.0534,113.12,
581,0.30899,8.1326,113.12,
582,1.6053,3.5178,113.2,
583,2.404,3.5976,113.2,
584,2.028,8.0534,113.2,
585,21.4953,8.1326,113.2,
586,6.0194,8.2117,113.2,
587,2.7881,3.5976,113.28,
588,0.80313,3.6775,113.28,
589,0.71909,8.1326,113.28,
590,16.6639,8.2117,113.28,
591,7.426,8.2909,113.28,
592,0.057059,8.9237,113.52,
593,0.25973,10.1859,113.52,
594,0.66778,10.2646,113.52,
595,12.2746,8.9237,113.6,
596,3.9315,9.0027,113.6,
597,0.64378,9.1607,113.6,
598,3.3557,9.2397,113.6,
599,0.061148,10.1859,113.6,
600,1.8154,10.2646,113.6,
601,3.7768,7.5778,113.6801,
602,5.9564,7.6571,113.6801,
603,0.24101,7.5778,113.76,
604,7.491,7.6571,113.76,
605,0.0838,7.9741,113.76,
606,13.1635,10.0284,113.76,
607,9.2737,10.1072,113.76,
608,4.6971,7.5778,113.84,
609,10.5321,7.6571,113.84,
610,0.31,7.8949,113.84,
611,22.6839,7.9741,113.84,
612,1.2913,8.7656,113.84,
613,10.8852,8.8447,113.84,
614,6.967,7.5778,113.92,
615,19.3589,7.6571,113.92,
616,0.35245,7.8949,113.92,
617,0.35231,8.0534,113.92,
618,6.6206,8.7656,113.92,
619,15.4009,8.8447,113.92,
620,0.60247,10.0284,113.92,
621,4.5656,7.5778,114,
622,8.9286,7.6571,114,
623,17.3773,7.7364,114,
624,0.74746,7.9741,114,
625,0.13162,8.1326,114,
626,6.7513,8.7656,114,
627,10.1056,10.8938,114,
628,3.5272,10.9723,114,
629,6.2697,7.5778,114.08,
630,3.5093,7.6571,114.08,
631,26.598,7.7364,114.08,
632,6.0138,8.1326,114.08,
633,10.7848,8.6865,114.08,
634,11.6649,8.7656,114.08,
635,0.53281,8.8447,114.08,
636,0.63792,9.3186,114.08,
637,7.0181,11.0508,114.08,
638,0.35801,4.8741,114.16,
639,1.5952,7.5778,114.16,
640,9.3454,7.7364,114.16,
641,14.2316,7.8156,114.16,
642,4.6817,7.8949,114.16,
643,1.834,8.6865,114.16,
644,0.16072,8.7656,114.16,
645,7.7265,9.7131,114.16,
646,5.3575,9.792,114.16,
647,1.8568,9.8708,114.16,
648,15.8134,10.1859,114.16,
649,5.0563,10.2646,114.16,
650,41.1965,11.0508,114.16,
651,0.084483,4.7944,114.24,
652,7.08,4.8741,114.24,
653,5.8846,4.9538,114.24,
654,17.2369,7.6571,114.24,
655,5.562,7.8156,114.24,
656,22.9868,7.8949,114.24,
657,6.479,9.7131,114.24,
658,11.4241,9.8708,114.24,
659,3.7278,9.9496,114.24,
660,7.6776,10.0284,114.24,
661,1.9047,10.1072,114.24,
662,9.2783,10.2646,114.24,
663,8.7302,10.3434,114.24,
664,0.0037705,10.422,114.24,
665,1.426,10.658,114.24,
666,17.5197,10.7366,114.24,
667,0.75633,10.9723,114.24,
668,0.76155,11.1293,114.24,
669,9.9859,11.3647,114.24,
670,14.8617,11.4432,114.24,
671,0.24143,4.8741,114.3199,
672,18.7519,4.9538,114.3199,
673,1.8698,7.6571,114.3199,
674,21.8498,7.8949,114.3199,
675,8.9321,7.9741,114.3199,
676,25.0836,9.9496,114.3199,
677,39.4997,10.0284,114.3199,
678,9.6025,10.1859,114.3199,
679,4.4893,10.2646,114.3199,
680,13.0504,10.3434,114.3199,
681,3.0976,10.422,114.3199,
682,8.9547,10.658,114.3199,
683,4.1108,10.8152,114.3199,
684,1.9026,11.0508,114.3199,
685,2.1786,11.1293,114.3199,
686,6.1748,11.3647,114.3199,
687,3.9022,11.5216,114.3199,
688,1.0031,7.7364,114.4,
689,5.0792,7.8156,114.4,
690,13.319,7.8949,114.4,
691,3.0465,7.9741,114.4,
692,1.5855,8.1326,114.4,
693,3.3755,9.792,114.4,
694,14.2802,9.8708,114.4,
695,6.5746,9.9496,114.4,
696,3.1541,10.0284,114.4,
697,2.3573,10.1859,114.4,
698,6.2879,10.422,114.4,
699,3.2449,10.658,114.4,
700,8.958,10.7366,114.4,
701,8.8035,10.8152,114.4,
702,3.9023,11.4432,114.4,
703,0.1268,22.3691,114.4,
704,26.689,8.1326,114.48,
705,0.93029,9.792,114.48,
706,12.9161,9.9496,114.48,
707,0.079128,10.0284,114.48,
708,14.1341,10.2646,114.48,
709,14.1763,10.422,114.48,
710,3.3936,10.658,114.48,
711,8.9131,10.8152,114.48,
712,12.7154,10.8938,114.48,
713,2.9738,11.2863,114.48,
714,10.5301,11.3647,114.48,
715,5.0994,22.443,114.48,
716,1.0408,4.8741,114.5601,
717,1.6455,4.9538,114.5601,
718,1.8953,5.0335,114.5601,
719,10.276,5.1132,114.5601,
720,3.958,8.0534,114.5601,
721,28.0347,8.1326,114.5601,
722,15.2203,8.8447,114.5601,
723,0.96527,9.8708,114.5601,
724,8.7695,9.9496,114.5601,
725,10.6133,10.0284,114.5601,
726,4.9289,10.2646,114.5601,
727,17.5842,10.3434,114.5601,
728,3.3875,10.7366,114.5601,
729,1.708,10.8938,114.5601,
730,7.2842,10.9723,114.5601,
731,8.2413,11.0508,114.5601,
732,12.2662,11.3647,114.5601,
733,8.0388,11.4432,114.5601,
734,16.5264,11.5216,114.5601,
735,9.3526,22.443,114.5601,
736,5.0728,5.0335,114.64,
737,0.49031,5.1132,114.64,
738,4.6266,5.1929,114.64,
739,8.9182,8.0534,114.64,
740,21.4113,8.1326,114.64,
741,6.4732,8.2117,114.64,
742,0.47253,8.8447,114.64,
743,1.1545,10.2646,114.64,
744,19.086,10.3434,114.64,
745,1.4557,10.9723,114.64,
746,18.9155,11.0508,114.64,
747,5.6396,11.1293,114.64,
748,7.5364,11.4432,114.64,
749,6.0583,11.5216,114.64,
750,0.38608,5.1132,114.72,
751,4.1011,5.1929,114.72,
752,0.53005,8.0534,114.72,
753,16.7112,8.1326,114.72,
754,3.0662,11.0508,114.72,
755,16.9721,11.1293,114.72,
756,0.18492,10.8152,114.8,
757,5.0998,10.8938,114.8,
758,2.2722,5.1132,114.88,
759,5.1426,10.8938,114.88,
760,1.2667,11.0508,114.88,
761,2.3927,11.1293,114.88,
762,1.9309,5.1132,114.96,
763,1.4935,10.3434,114.96,
764,0.3762,10.9723,114.96,
765,3.2291,11.1293,114.96,
766,1.6169,5.2725,115.04,
767,0.098247,10.3434,115.04,
768,0.65818,10.5794,115.04,
769,0.37552,11.0508,115.04,
770,3.0006,5.2725,115.12,
771,0.72649,5.3522,115.12,
772,0.72842,5.4318,115.2,
773,0.18383,5.1929,115.28,
774,1.3508,5.4318,115.28,
775,1.976,6.0686,115.28,
776,19.0084,6.1482,115.28,
777,0.95169,6.2277,115.28,
778,4.1005,10.2646,115.28,
779,0.015134,6.1482,115.36,
780,3.0028,5.5911,115.52,
781,0.072024,5.6707,115.52,
782,4.837,5.7503,115.52,
783,0.45479,6.1482,115.52,
784,4.6964,6.2277,115.52,
785,2.9018,5.6707,115.6,
786,3.4915,5.7503,115.6,
787,1.1012,5.9095,115.6,
788,7.4876,10.5007,115.6,
789,4.6106,10.422,115.6801,
790,16.9977,10.5007,115.6801,
791,0.64443,10.5794,115.6801,
792,0.1012,6.6252,115.76,
793,0.11539,10.5007,115.76,
794,3.5231,10.5794,115.76,
795,49.7105,10.658,115.76,
796,71.1044,10.7366,115.76,
797,25.1993,10.8152,115.76,
798,1.1872,5.7503,115.84,
799,3.8207,6.1482,115.84,
800,3.8214,6.2277,115.84,
801,8.5242,9.3186,115.84,
802,3.7295,10.658,115.84,
803,2.0481,10.8938,115.84,
804,16.2902,5.8299,115.92,
805,6.0192,5.9095,115.92,
806,13.0932,5.9891,115.92,
807,1.3994,6.0686,115.92,
808,0.052838,9.3186,115.92,
809,17.1419,10.422,115.92,
810,38.6261,10.5007,115.92,
811,0.71761,10.7366,115.92,
812,1.0937,11.2078,115.92,
813,1.3844,11.2863,115.92,
814,17.5291,6.0686,116,
815,1.784,6.1482,116,
816,0.31501,6.6252,116,
817,2.2934,10.422,116,
818,1.8837,10.5007,116,
819,1.5369,10.8152,116,
820,3.3111,11.0508,116,
821,19.0748,11.1293,116,
822,10.2425,11.2078,116,
823,1.2492,11.2863,116,
824,5.7751,11.3647,116,
825,3.8907,11.4432,116,
